Item Name,Item #,Product Category,Brand,UOM,Wholesale Price
Gelato #4343,BULK-04343,Vapes,Nebula Extracts,each,56.00
Wedding Cake #4344,BULK-04344,Concentrates,Sungrown Farms,g,63.00
GDP #4345,BULK-04345,Flower,Kush Co,each,15.00
Pineapple Express #4346,BULK-04346,Pre-Rolls,Cloud9 Labs,g,22.00
Northern Lights #4347,BULK-04347,Edibles,Nebula Extracts,each,29.00
Runtz #4348,BULK-04348,Vapes,Sungrown Farms,g,36.00
Zkittlez #4349,BULK-04349,Concentrates,Kush Co,each,43.00
Blue Dream #4350,BULK-04350,Flower,Cloud9 Labs,g,50.00
OG Kush #4351,BULK-04351,Pre-Rolls,Nebula Extracts,each,57.00
Sour Diesel #4352,BULK-04352,Edibles,Sungrown Farms,g,64.00
Gelato #4353,BULK-04353,Vapes,Kush Co,each,16.00
Wedding Cake #4354,BULK-04354,Concentrates,Cloud9 Labs,g,23.00
GDP #4355,BULK-04355,Flower,Nebula Extracts,each,30.00
Pineapple Express #4356,BULK-04356,Pre-Rolls,Sungrown Farms,g,37.00
Northern Lights #4357,BULK-04357,Edibles,Kush Co,each,44.00
Runtz #4358,BULK-04358,Vapes,Cloud9 Labs,g,51.00
Zkittlez #4359,BULK-04359,Concentrates,Nebula Extracts,each,58.00
Blue Dream #4360,BULK-04360,Flower,Sungrown Farms,g,65.00
OG Kush #4361,BULK-04361,Pre-Rolls,Kush Co,each,17.00
Sour Diesel #4362,BULK-04362,Edibles,Cloud9 Labs,g,24.00
Gelato #4363,BULK-04363,Vapes,Nebula Extracts,each,31.00
Wedding Cake #4364,BULK-04364,Concentrates,Sungrown Farms,g,38.00
GDP #4365,BULK-04365,Flower,Kush Co,each,45.00
Pineapple Express #4366,BULK-04366,Pre-Rolls,Cloud9 Labs,g,52.00
Northern Lights #4367,BULK-04367,Edibles,Nebula Extracts,each,59.00
Runtz #4368,BULK-04368,Vapes,Sungrown Farms,g,66.00
Zkittlez #4369,BULK-04369,Concentrates,Kush Co,each,18.00
Blue Dream #4370,BULK-04370,Flower,Cloud9 Labs,g,25.00
OG Kush #4371,BULK-04371,Pre-Rolls,Nebula Extracts,each,32.00
Sour Diesel #4372,BULK-04372,Edibles,Sungrown Farms,g,39.00
Gelato #4373,BULK-04373,Vapes,Kush Co,each,46.00
Wedding Cake #4374,BULK-04374,Concentrates,Cloud9 Labs,g,53.00
GDP #4375,BULK-04375,Flower,Nebula Extracts,each,60.00
Pineapple Express #4376,BULK-04376,Pre-Rolls,Sungrown Farms,g,67.00
Northern Lights #4377,BULK-04377,Edibles,Kush Co,each,19.00
Runtz #4378,BULK-04378,Vapes,Cloud9 Labs,g,26.00
Zkittlez #4379,BULK-04379,Concentrates,Nebula Extracts,each,33.00
Blue Dream #4380,BULK-04380,Flower,Sungrown Farms,g,40.00
OG Kush #4381,BULK-04381,Pre-Rolls,Kush Co,each,47.00
Sour Diesel #4382,BULK-04382,Edibles,Cloud9 Labs,g,54.00
Gelato #4383,BULK-04383,Vapes,Nebula Extracts,each,61.00
Wedding Cake #4384,BULK-04384,Concentrates,Sungrown Farms,g,68.00
GDP #4385,BULK-04385,Flower,Kush Co,each,20.00
Pineapple Express #4386,BULK-04386,Pre-Rolls,Cloud9 Labs,g,27.00
Northern Lights #4387,BULK-04387,Edibles,Nebula Extracts,each,34.00
Runtz #4388,BULK-04388,Vapes,Sungrown Farms,g,41.00
Zkittlez #4389,BULK-04389,Concentrates,Kush Co,each,48.00
Blue Dream #4390,BULK-04390,Flower,Cloud9 Labs,g,55.00
OG Kush #4391,BULK-04391,Pre-Rolls,Nebula Extracts,each,62.00
Sour Diesel #4392,BULK-04392,Edibles,Sungrown Farms,g,69.00
Gelato #4393,BULK-04393,Vapes,Kush Co,each,21.00
Wedding Cake #4394,BULK-04394,Concentrates,Cloud9 Labs,g,28.00
GDP #4395,BULK-04395,Flower,Nebula Extracts,each,35.00
Pineapple Express #4396,BULK-04396,Pre-Rolls,Sungrown Farms,g,42.00
Northern Lights #4397,BULK-04397,Edibles,Kush Co,each,49.00
Runtz #4398,BULK-04398,Vapes,Cloud9 Labs,g,56.00
Zkittlez #4399,BULK-04399,Concentrates,Nebula Extracts,each,63.00
Blue Dream #4400,BULK-04400,Flower,Sungrown Farms,g,15.00
OG Kush #4401,BULK-04401,Pre-Rolls,Kush Co,each,22.00
Sour Diesel #4402,BULK-04402,Edibles,Cloud9 Labs,g,29.00
Gelato #4403,BULK-04403,Vapes,Nebula Extracts,each,36.00
Wedding Cake #4404,BULK-04404,Concentrates,Sungrown Farms,g,43.00
GDP #4405,BULK-04405,Flower,Kush Co,each,50.00
Pineapple Express #4406,BULK-04406,Pre-Rolls,Cloud9 Labs,g,57.00
Northern Lights #4407,BULK-04407,Edibles,Nebula Extracts,each,64.00
Runtz #4408,BULK-04408,Vapes,Sungrown Farms,g,16.00
Zkittlez #4409,BULK-04409,Concentrates,Kush Co,each,23.00
Blue Dream #4410,BULK-04410,Flower,Cloud9 Labs,g,30.00
OG Kush #4411,BULK-04411,Pre-Rolls,Nebula Extracts,each,37.00
Sour Diesel #4412,BULK-04412,Edibles,Sungrown Farms,g,44.00
Gelato #4413,BULK-04413,Vapes,Kush Co,each,51.00
Wedding Cake #4414,BULK-04414,Concentrates,Cloud9 Labs,g,58.00
GDP #4415,BULK-04415,Flower,Nebula Extracts,each,65.00
Pineapple Express #4416,BULK-04416,Pre-Rolls,Sungrown Farms,g,17.00
Northern Lights #4417,BULK-04417,Edibles,Kush Co,each,24.00
Runtz #4418,BULK-04418,Vapes,Cloud9 Labs,g,31.00
Zkittlez #4419,BULK-04419,Concentrates,Nebula Extracts,each,38.00
Blue Dream #4420,BULK-04420,Flower,Sungrown Farms,g,45.00
OG Kush #4421,BULK-04421,Pre-Rolls,Kush Co,each,52.00
Sour Diesel #4422,BULK-04422,Edibles,Cloud9 Labs,g,59.00
Gelato #4423,BULK-04423,Vapes,Nebula Extracts,each,66.00
Wedding Cake #4424,BULK-04424,Concentrates,Sungrown Farms,g,18.00
GDP #4425,BULK-04425,Flower,Kush Co,each,25.00
Pineapple Express #4426,BULK-04426,Pre-Rolls,Cloud9 Labs,g,32.00
Northern Lights #4427,BULK-04427,Edibles,Nebula Extracts,each,39.00
Runtz #4428,BULK-04428,Vapes,Sungrown Farms,g,46.00
Zkittlez #4429,BULK-04429,Concentrates,Kush Co,each,53.00
Blue Dream #4430,BULK-04430,Flower,Cloud9 Labs,g,60.00
OG Kush #4431,BULK-04431,Pre-Rolls,Nebula Extracts,each,67.00
Sour Diesel #4432,BULK-04432,Edibles,Sungrown Farms,g,19.00
Gelato #4433,BULK-04433,Vapes,Kush Co,each,26.00
Wedding Cake #4434,BULK-04434,Concentrates,Cloud9 Labs,g,33.00
GDP #4435,BULK-04435,Flower,Nebula Extracts,each,40.00
Pineapple Express #4436,BULK-04436,Pre-Rolls,Sungrown Farms,g,47.00
Northern Lights #4437,BULK-04437,Edibles,Kush Co,each,54.00
Runtz #4438,BULK-04438,Vapes,Cloud9 Labs,g,61.00
Zkittlez #4439,BULK-04439,Concentrates,Nebula Extracts,each,68.00
Blue Dream #4440,BULK-04440,Flower,Sungrown Farms,g,20.00
OG Kush #4441,BULK-04441,Pre-Rolls,Kush Co,each,27.00
Sour Diesel #4442,BULK-04442,Edibles,Cloud9 Labs,g,34.00
Gelato #4443,BULK-04443,Vapes,Nebula Extracts,each,41.00
Wedding Cake #4444,BULK-04444,Concentrates,Sungrown Farms,g,48.00
GDP #4445,BULK-04445,Flower,Kush Co,each,55.00
Pineapple Express #4446,BULK-04446,Pre-Rolls,Cloud9 Labs,g,62.00
Northern Lights #4447,BULK-04447,Edibles,Nebula Extracts,each,69.00
Runtz #4448,BULK-04448,Vapes,Sungrown Farms,g,21.00
Zkittlez #4449,BULK-04449,Concentrates,Kush Co,each,28.00
Blue Dream #4450,BULK-04450,Flower,Cloud9 Labs,g,35.00
OG Kush #4451,BULK-04451,Pre-Rolls,Nebula Extracts,each,42.00
Sour Diesel #4452,BULK-04452,Edibles,Sungrown Farms,g,49.00
Gelato #4453,BULK-04453,Vapes,Kush Co,each,56.00
Wedding Cake #4454,BULK-04454,Concentrates,Cloud9 Labs,g,63.00
GDP #4455,BULK-04455,Flower,Nebula Extracts,each,15.00
Pineapple Express #4456,BULK-04456,Pre-Rolls,Sungrown Farms,g,22.00
Northern Lights #4457,BULK-04457,Edibles,Kush Co,each,29.00
Runtz #4458,BULK-04458,Vapes,Cloud9 Labs,g,36.00
Zkittlez #4459,BULK-04459,Concentrates,Nebula Extracts,each,43.00
Blue Dream #4460,BULK-04460,Flower,Sungrown Farms,g,50.00
OG Kush #4461,BULK-04461,Pre-Rolls,Kush Co,each,57.00
Sour Diesel #4462,BULK-04462,Edibles,Cloud9 Labs,g,64.00
Gelato #4463,BULK-04463,Vapes,Nebula Extracts,each,16.00
Wedding Cake #4464,BULK-04464,Concentrates,Sungrown Farms,g,23.00
GDP #4465,BULK-04465,Flower,Kush Co,each,30.00
Pineapple Express #4466,BULK-04466,Pre-Rolls,Cloud9 Labs,g,37.00
Northern Lights #4467,BULK-04467,Edibles,Nebula Extracts,each,44.00
Runtz #4468,BULK-04468,Vapes,Sungrown Farms,g,51.00
Zkittlez #4469,BULK-04469,Concentrates,Kush Co,each,58.00
Blue Dream #4470,BULK-04470,Flower,Cloud9 Labs,g,65.00
OG Kush #4471,BULK-04471,Pre-Rolls,Nebula Extracts,each,17.00
Sour Diesel #4472,BULK-04472,Edibles,Sungrown Farms,g,24.00
Gelato #4473,BULK-04473,Vapes,Kush Co,each,31.00
Wedding Cake #4474,BULK-04474,Concentrates,Cloud9 Labs,g,38.00
GDP #4475,BULK-04475,Flower,Nebula Extracts,each,45.00
Pineapple Express #4476,BULK-04476,Pre-Rolls,Sungrown Farms,g,52.00
Northern Lights #4477,BULK-04477,Edibles,Kush Co,each,59.00
Runtz #4478,BULK-04478,Vapes,Cloud9 Labs,g,66.00
Zkittlez #4479,BULK-04479,Concentrates,Nebula Extracts,each,18.00
Blue Dream #4480,BULK-04480,Flower,Sungrown Farms,g,25.00
OG Kush #4481,BULK-04481,Pre-Rolls,Kush Co,each,32.00
Sour Diesel #4482,BULK-04482,Edibles,Cloud9 Labs,g,39.00
Gelato #4483,BULK-04483,Vapes,Nebula Extracts,each,46.00
Wedding Cake #4484,BULK-04484,Concentrates,Sungrown Farms,g,53.00
GDP #4485,BULK-04485,Flower,Kush Co,each,60.00
Pineapple Express #4486,BULK-04486,Pre-Rolls,Cloud9 Labs,g,67.00
Northern Lights #4487,BULK-04487,Edibles,Nebula Extracts,each,19.00
Runtz #4488,BULK-04488,Vapes,Sungrown Farms,g,26.00
Zkittlez #4489,BULK-04489,Concentrates,Kush Co,each,33.00
Blue Dream #4490,BULK-04490,Flower,Cloud9 Labs,g,40.00
OG Kush #4491,BULK-04491,Pre-Rolls,Nebula Extracts,each,47.00
Sour Diesel #4492,BULK-04492,Edibles,Sungrown Farms,g,54.00
Gelato #4493,BULK-04493,Vapes,Kush Co,each,61.00
Wedding Cake #4494,BULK-04494,Concentrates,Cloud9 Labs,g,68.00
GDP #4495,BULK-04495,Flower,Nebula Extracts,each,20.00
Pineapple Express #4496,BULK-04496,Pre-Rolls,Sungrown Farms,g,27.00
Northern Lights #4497,BULK-04497,Edibles,Kush Co,each,34.00
Runtz #4498,BULK-04498,Vapes,Cloud9 Labs,g,41.00
Zkittlez #4499,BULK-04499,Concentrates,Nebula Extracts,each,48.00
Blue Dream #4500,BULK-04500,Flower,Sungrown Farms,g,55.00
OG Kush #4501,BULK-04501,Pre-Rolls,Kush Co,each,62.00
Sour Diesel #4502,BULK-04502,Edibles,Cloud9 Labs,g,69.00
Gelato #4503,BULK-04503,Vapes,Nebula Extracts,each,21.00
Wedding Cake #4504,BULK-04504,Concentrates,Sungrown Farms,g,28.00
GDP #4505,BULK-04505,Flower,Kush Co,each,35.00
Pineapple Express #4506,BULK-04506,Pre-Rolls,Cloud9 Labs,g,42.00
Northern Lights #4507,BULK-04507,Edibles,Nebula Extracts,each,49.00
Runtz #4508,BULK-04508,Vapes,Sungrown Farms,g,56.00
Zkittlez #4509,BULK-04509,Concentrates,Kush Co,each,63.00
Blue Dream #4510,BULK-04510,Flower,Cloud9 Labs,g,15.00
OG Kush #4511,BULK-04511,Pre-Rolls,Nebula Extracts,each,22.00
Sour Diesel #4512,BULK-04512,Edibles,Sungrown Farms,g,29.00
Gelato #4513,BULK-04513,Vapes,Kush Co,each,36.00
Wedding Cake #4514,BULK-04514,Concentrates,Cloud9 Labs,g,43.00
GDP #4515,BULK-04515,Flower,Nebula Extracts,each,50.00
Pineapple Express #4516,BULK-04516,Pre-Rolls,Sungrown Farms,g,57.00
Northern Lights #4517,BULK-04517,Edibles,Kush Co,each,64.00
Runtz #4518,BULK-04518,Vapes,Cloud9 Labs,g,16.00
Zkittlez #4519,BULK-04519,Concentrates,Nebula Extracts,each,23.00
Blue Dream #4520,BULK-04520,Flower,Sungrown Farms,g,30.00
OG Kush #4521,BULK-04521,Pre-Rolls,Kush Co,each,37.00
Sour Diesel #4522,BULK-04522,Edibles,Cloud9 Labs,g,44.00
Gelato #4523,BULK-04523,Vapes,Nebula Extracts,each,51.00
Wedding Cake #4524,BULK-04524,Concentrates,Sungrown Farms,g,58.00
GDP #4525,BULK-04525,Flower,Kush Co,each,65.00
Pineapple Express #4526,BULK-04526,Pre-Rolls,Cloud9 Labs,g,17.00
Northern Lights #4527,BULK-04527,Edibles,Nebula Extracts,each,24.00
Runtz #4528,BULK-04528,Vapes,Sungrown Farms,g,31.00
Zkittlez #4529,BULK-04529,Concentrates,Kush Co,each,38.00
Blue Dream #4530,BULK-04530,Flower,Cloud9 Labs,g,45.00
OG Kush #4531,BULK-04531,Pre-Rolls,Nebula Extracts,each,52.00
Sour Diesel #4532,BULK-04532,Edibles,Sungrown Farms,g,59.00
Gelato #4533,BULK-04533,Vapes,Kush Co,each,66.00
Wedding Cake #4534,BULK-04534,Concentrates,Cloud9 Labs,g,18.00
GDP #4535,BULK-04535,Flower,Nebula Extracts,each,25.00
Pineapple Express #4536,BULK-04536,Pre-Rolls,Sungrown Farms,g,32.00
Northern Lights #4537,BULK-04537,Edibles,Kush Co,each,39.00
Runtz #4538,BULK-04538,Vapes,Cloud9 Labs,g,46.00
Zkittlez #4539,BULK-04539,Concentrates,Nebula Extracts,each,53.00
Blue Dream #4540,BULK-04540,Flower,Sungrown Farms,g,60.00
OG Kush #4541,BULK-04541,Pre-Rolls,Kush Co,each,67.00
Sour Diesel #4542,BULK-04542,Edibles,Cloud9 Labs,g,19.00
Gelato #4543,BULK-04543,Vapes,Nebula Extracts,each,26.00
Wedding Cake #4544,BULK-04544,Concentrates,Sungrown Farms,g,33.00
GDP #4545,BULK-04545,Flower,Kush Co,each,40.00
Pineapple Express #4546,BULK-04546,Pre-Rolls,Cloud9 Labs,g,47.00
Northern Lights #4547,BULK-04547,Edibles,Nebula Extracts,each,54.00
Runtz #4548,BULK-04548,Vapes,Sungrown Farms,g,61.00
Zkittlez #4549,BULK-04549,Concentrates,Kush Co,each,68.00
Blue Dream #4550,BULK-04550,Flower,Cloud9 Labs,g,20.00
OG Kush #4551,BULK-04551,Pre-Rolls,Nebula Extracts,each,27.00
Sour Diesel #4552,BULK-04552,Edibles,Sungrown Farms,g,34.00
Gelato #4553,BULK-04553,Vapes,Kush Co,each,41.00
Wedding Cake #4554,BULK-04554,Concentrates,Cloud9 Labs,g,48.00
GDP #4555,BULK-04555,Flower,Nebula Extracts,each,55.00
Pineapple Express #4556,BULK-04556,Pre-Rolls,Sungrown Farms,g,62.00
Northern Lights #4557,BULK-04557,Edibles,Kush Co,each,69.00
Runtz #4558,BULK-04558,Vapes,Cloud9 Labs,g,21.00
Zkittlez #4559,BULK-04559,Concentrates,Nebula Extracts,each,28.00
Blue Dream #4560,BULK-04560,Flower,Sungrown Farms,g,35.00
OG Kush #4561,BULK-04561,Pre-Rolls,Kush Co,each,42.00
Sour Diesel #4562,BULK-04562,Edibles,Cloud9 Labs,g,49.00
Gelato #4563,BULK-04563,Vapes,Nebula Extracts,each,56.00
Wedding Cake #4564,BULK-04564,Concentrates,Sungrown Farms,g,63.00
GDP #4565,BULK-04565,Flower,Kush Co,each,15.00
Pineapple Express #4566,BULK-04566,Pre-Rolls,Cloud9 Labs,g,22.00
Northern Lights #4567,BULK-04567,Edibles,Nebula Extracts,each,29.00
Runtz #4568,BULK-04568,Vapes,Sungrown Farms,g,36.00
Zkittlez #4569,BULK-04569,Concentrates,Kush Co,each,43.00
Blue Dream #4570,BULK-04570,Flower,Cloud9 Labs,g,50.00
OG Kush #4571,BULK-04571,Pre-Rolls,Nebula Extracts,each,57.00
Sour Diesel #4572,BULK-04572,Edibles,Sungrown Farms,g,64.00
Gelato #4573,BULK-04573,Vapes,Kush Co,each,16.00
Wedding Cake #4574,BULK-04574,Concentrates,Cloud9 Labs,g,23.00
GDP #4575,BULK-04575,Flower,Nebula Extracts,each,30.00
Pineapple Express #4576,BULK-04576,Pre-Rolls,Sungrown Farms,g,37.00
Northern Lights #4577,BULK-04577,Edibles,Kush Co,each,44.00
Runtz #4578,BULK-04578,Vapes,Cloud9 Labs,g,51.00
Zkittlez #4579,BULK-04579,Concentrates,Nebula Extracts,each,58.00
Blue Dream #4580,BULK-04580,Flower,Sungrown Farms,g,65.00
OG Kush #4581,BULK-04581,Pre-Rolls,Kush Co,each,17.00
Sour Diesel #4582,BULK-04582,Edibles,Cloud9 Labs,g,24.00
Gelato #4583,BULK-04583,Vapes,Nebula Extracts,each,31.00
Wedding Cake #4584,BULK-04584,Concentrates,Sungrown Farms,g,38.00
GDP #4585,BULK-04585,Flower,Kush Co,each,45.00
Pineapple Express #4586,BULK-04586,Pre-Rolls,Cloud9 Labs,g,52.00
Northern Lights #4587,BULK-04587,Edibles,Nebula Extracts,each,59.00
Runtz #4588,BULK-04588,Vapes,Sungrown Farms,g,66.00
Zkittlez #4589,BULK-04589,Concentrates,Kush Co,each,18.00
Blue Dream #4590,BULK-04590,Flower,Cloud9 Labs,g,25.00
OG Kush #4591,BULK-04591,Pre-Rolls,Nebula Extracts,each,32.00
Sour Diesel #4592,BULK-04592,Edibles,Sungrown Farms,g,39.00
Gelato #4593,BULK-04593,Vapes,Kush Co,each,46.00
Wedding Cake #4594,BULK-04594,Concentrates,Cloud9 Labs,g,53.00
GDP #4595,BULK-04595,Flower,Nebula Extracts,each,60.00
Pineapple Express #4596,BULK-04596,Pre-Rolls,Sungrown Farms,g,67.00
Northern Lights #4597,BULK-04597,Edibles,Kush Co,each,19.00
Runtz #4598,BULK-04598,Vapes,Cloud9 Labs,g,26.00
Zkittlez #4599,BULK-04599,Concentrates,Nebula Extracts,each,33.00
Blue Dream #4600,BULK-04600,Flower,Sungrown Farms,g,40.00
OG Kush #4601,BULK-04601,Pre-Rolls,Kush Co,each,47.00
Sour Diesel #4602,BULK-04602,Edibles,Cloud9 Labs,g,54.00
Gelato #4603,BULK-04603,Vapes,Nebula Extracts,each,61.00
Wedding Cake #4604,BULK-04604,Concentrates,Sungrown Farms,g,68.00
GDP #4605,BULK-04605,Flower,Kush Co,each,20.00
Pineapple Express #4606,BULK-04606,Pre-Rolls,Cloud9 Labs,g,27.00
Northern Lights #4607,BULK-04607,Edibles,Nebula Extracts,each,34.00
Runtz #4608,BULK-04608,Vapes,Sungrown Farms,g,41.00
Zkittlez #4609,BULK-04609,Concentrates,Kush Co,each,48.00
Blue Dream #4610,BULK-04610,Flower,Cloud9 Labs,g,55.00
OG Kush #4611,BULK-04611,Pre-Rolls,Nebula Extracts,each,62.00
Sour Diesel #4612,BULK-04612,Edibles,Sungrown Farms,g,69.00
Gelato #4613,BULK-04613,Vapes,Kush Co,each,21.00
Wedding Cake #4614,BULK-04614,Concentrates,Cloud9 Labs,g,28.00
GDP #4615,BULK-04615,Flower,Nebula Extracts,each,35.00
Pineapple Express #4616,BULK-04616,Pre-Rolls,Sungrown Farms,g,42.00
Northern Lights #4617,BULK-04617,Edibles,Kush Co,each,49.00
Runtz #4618,BULK-04618,Vapes,Cloud9 Labs,g,56.00
Zkittlez #4619,BULK-04619,Concentrates,Nebula Extracts,each,63.00
Blue Dream #4620,BULK-04620,Flower,Sungrown Farms,g,15.00
OG Kush #4621,BULK-04621,Pre-Rolls,Kush Co,each,22.00
Sour Diesel #4622,BULK-04622,Edibles,Cloud9 Labs,g,29.00
Gelato #4623,BULK-04623,Vapes,Nebula Extracts,each,36.00
Wedding Cake #4624,BULK-04624,Concentrates,Sungrown Farms,g,43.00
GDP #4625,BULK-04625,Flower,Kush Co,each,50.00
Pineapple Express #4626,BULK-04626,Pre-Rolls,Cloud9 Labs,g,57.00
Northern Lights #4627,BULK-04627,Edibles,Nebula Extracts,each,64.00
Runtz #4628,BULK-04628,Vapes,Sungrown Farms,g,16.00
Zkittlez #4629,BULK-04629,Concentrates,Kush Co,each,23.00
Blue Dream #4630,BULK-04630,Flower,Cloud9 Labs,g,30.00
OG Kush #4631,BULK-04631,Pre-Rolls,Nebula Extracts,each,37.00
Sour Diesel #4632,BULK-04632,Edibles,Sungrown Farms,g,44.00
Gelato #4633,BULK-04633,Vapes,Kush Co,each,51.00
Wedding Cake #4634,BULK-04634,Concentrates,Cloud9 Labs,g,58.00
GDP #4635,BULK-04635,Flower,Nebula Extracts,each,65.00
Pineapple Express #4636,BULK-04636,Pre-Rolls,Sungrown Farms,g,17.00
Northern Lights #4637,BULK-04637,Edibles,Kush Co,each,24.00
Runtz #4638,BULK-04638,Vapes,Cloud9 Labs,g,31.00
Zkittlez #4639,BULK-04639,Concentrates,Nebula Extracts,each,38.00
Blue Dream #4640,BULK-04640,Flower,Sungrown Farms,g,45.00
OG Kush #4641,BULK-04641,Pre-Rolls,Kush Co,each,52.00
Sour Diesel #4642,BULK-04642,Edibles,Cloud9 Labs,g,59.00
Gelato #4643,BULK-04643,Vapes,Nebula Extracts,each,66.00
Wedding Cake #4644,BULK-04644,Concentrates,Sungrown Farms,g,18.00
GDP #4645,BULK-04645,Flower,Kush Co,each,25.00
Pineapple Express #4646,BULK-04646,Pre-Rolls,Cloud9 Labs,g,32.00
Northern Lights #4647,BULK-04647,Edibles,Nebula Extracts,each,39.00
Runtz #4648,BULK-04648,Vapes,Sungrown Farms,g,46.00
Zkittlez #4649,BULK-04649,Concentrates,Kush Co,each,53.00
Blue Dream #4650,BULK-04650,Flower,Cloud9 Labs,g,60.00
OG Kush #4651,BULK-04651,Pre-Rolls,Nebula Extracts,each,67.00
Sour Diesel #4652,BULK-04652,Edibles,Sungrown Farms,g,19.00
Gelato #4653,BULK-04653,Vapes,Kush Co,each,26.00
Wedding Cake #4654,BULK-04654,Concentrates,Cloud9 Labs,g,33.00
GDP #4655,BULK-04655,Flower,Nebula Extracts,each,40.00
Pineapple Express #4656,BULK-04656,Pre-Rolls,Sungrown Farms,g,47.00
Northern Lights #4657,BULK-04657,Edibles,Kush Co,each,54.00
Runtz #4658,BULK-04658,Vapes,Cloud9 Labs,g,61.00
Zkittlez #4659,BULK-04659,Concentrates,Nebula Extracts,each,68.00
Blue Dream #4660,BULK-04660,Flower,Sungrown Farms,g,20.00
OG Kush #4661,BULK-04661,Pre-Rolls,Kush Co,each,27.00
Sour Diesel #4662,BULK-04662,Edibles,Cloud9 Labs,g,34.00
Gelato #4663,BULK-04663,Vapes,Nebula Extracts,each,41.00
Wedding Cake #4664,BULK-04664,Concentrates,Sungrown Farms,g,48.00
GDP #4665,BULK-04665,Flower,Kush Co,each,55.00
Pineapple Express #4666,BULK-04666,Pre-Rolls,Cloud9 Labs,g,62.00
Northern Lights #4667,BULK-04667,Edibles,Nebula Extracts,each,69.00
Runtz #4668,BULK-04668,Vapes,Sungrown Farms,g,21.00
Zkittlez #4669,BULK-04669,Concentrates,Kush Co,each,28.00
Blue Dream #4670,BULK-04670,Flower,Cloud9 Labs,g,35.00
OG Kush #4671,BULK-04671,Pre-Rolls,Nebula Extracts,each,42.00
Sour Diesel #4672,BULK-04672,Edibles,Sungrown Farms,g,49.00
Gelato #4673,BULK-04673,Vapes,Kush Co,each,56.00
Wedding Cake #4674,BULK-04674,Concentrates,Cloud9 Labs,g,63.00
GDP #4675,BULK-04675,Flower,Nebula Extracts,each,15.00
Pineapple Express #4676,BULK-04676,Pre-Rolls,Sungrown Farms,g,22.00
Northern Lights #4677,BULK-04677,Edibles,Kush Co,each,29.00
Runtz #4678,BULK-04678,Vapes,Cloud9 Labs,g,36.00
Zkittlez #4679,BULK-04679,Concentrates,Nebula Extracts,each,43.00
Blue Dream #4680,BULK-04680,Flower,Sungrown Farms,g,50.00
OG Kush #4681,BULK-04681,Pre-Rolls,Kush Co,each,57.00
Sour Diesel #4682,BULK-04682,Edibles,Cloud9 Labs,g,64.00
Gelato #4683,BULK-04683,Vapes,Nebula Extracts,each,16.00
Wedding Cake #4684,BULK-04684,Concentrates,Sungrown Farms,g,23.00
GDP #4685,BULK-04685,Flower,Kush Co,each,30.00
Pineapple Express #4686,BULK-04686,Pre-Rolls,Cloud9 Labs,g,37.00
Northern Lights #4687,BULK-04687,Edibles,Nebula Extracts,each,44.00
Runtz #4688,BULK-04688,Vapes,Sungrown Farms,g,51.00
Zkittlez #4689,BULK-04689,Concentrates,Kush Co,each,58.00
Blue Dream #4690,BULK-04690,Flower,Cloud9 Labs,g,65.00
OG Kush #4691,BULK-04691,Pre-Rolls,Nebula Extracts,each,17.00
Sour Diesel #4692,BULK-04692,Edibles,Sungrown Farms,g,24.00
Gelato #4693,BULK-04693,Vapes,Kush Co,each,31.00
Wedding Cake #4694,BULK-04694,Concentrates,Cloud9 Labs,g,38.00
GDP #4695,BULK-04695,Flower,Nebula Extracts,each,45.00
Pineapple Express #4696,BULK-04696,Pre-Rolls,Sungrown Farms,g,52.00
Northern Lights #4697,BULK-04697,Edibles,Kush Co,each,59.00
Runtz #4698,BULK-04698,Vapes,Cloud9 Labs,g,66.00
Zkittlez #4699,BULK-04699,Concentrates,Nebula Extracts,each,18.00
Blue Dream #4700,BULK-04700,Flower,Sungrown Farms,g,25.00
OG Kush #4701,BULK-04701,Pre-Rolls,Kush Co,each,32.00
Sour Diesel #4702,BULK-04702,Edibles,Cloud9 Labs,g,39.00
Gelato #4703,BULK-04703,Vapes,Nebula Extracts,each,46.00
Wedding Cake #4704,BULK-04704,Concentrates,Sungrown Farms,g,53.00
GDP #4705,BULK-04705,Flower,Kush Co,each,60.00
Pineapple Express #4706,BULK-04706,Pre-Rolls,Cloud9 Labs,g,67.00
Northern Lights #4707,BULK-04707,Edibles,Nebula Extracts,each,19.00
Runtz #4708,BULK-04708,Vapes,Sungrown Farms,g,26.00
Zkittlez #4709,BULK-04709,Concentrates,Kush Co,each,33.00
Blue Dream #4710,BULK-04710,Flower,Cloud9 Labs,g,40.00
OG Kush #4711,BULK-04711,Pre-Rolls,Nebula Extracts,each,47.00
Sour Diesel #4712,BULK-04712,Edibles,Sungrown Farms,g,54.00
Gelato #4713,BULK-04713,Vapes,Kush Co,each,61.00
Wedding Cake #4714,BULK-04714,Concentrates,Cloud9 Labs,g,68.00
GDP #4715,BULK-04715,Flower,Nebula Extracts,each,20.00
Pineapple Express #4716,BULK-04716,Pre-Rolls,Sungrown Farms,g,27.00
Northern Lights #4717,BULK-04717,Edibles,Kush Co,each,34.00
Runtz #4718,BULK-04718,Vapes,Cloud9 Labs,g,41.00
Zkittlez #4719,BULK-04719,Concentrates,Nebula Extracts,each,48.00
Blue Dream #4720,BULK-04720,Flower,Sungrown Farms,g,55.00
OG Kush #4721,BULK-04721,Pre-Rolls,Kush Co,each,62.00
